Epoch,iteration,SparseConv0_3-16-(3  3),SparseConv1_16-16-(3  3),SparseConv2_16-16-(3  3),SparseConv3_16-16-(3  3),SparseConv4_16-16-(3  3),SparseConv5_16-16-(3  3),SparseConv6_16-16-(3  3),SparseConv7_16-16-(3  3),SparseConv8_16-16-(3  3),SparseConv9_16-16-(3  3),SparseConv10_16-16-(3  3),SparseConv11_16-16-(3  3),SparseConv12_16-16-(3  3),SparseConv13_16-16-(3  3),SparseConv14_16-16-(3  3),SparseConv15_16-16-(3  3),SparseConv16_16-16-(3  3),SparseConv17_16-16-(3  3),SparseConv18_16-16-(3  3),SparseConv19_16-32-(3  3),SparseConv20_32-32-(3  3),SparseConv21_32-32-(3  3),SparseConv22_32-32-(3  3),SparseConv23_32-32-(3  3),SparseConv24_32-32-(3  3),SparseConv25_32-32-(3  3),SparseConv26_32-32-(3  3),SparseConv27_32-32-(3  3),SparseConv28_32-32-(3  3),SparseConv29_32-32-(3  3),SparseConv30_32-32-(3  3),SparseConv31_32-32-(3  3),SparseConv32_32-32-(3  3),SparseConv33_32-32-(3  3),SparseConv34_32-32-(3  3),SparseConv35_32-32-(3  3),SparseConv36_32-32-(3  3),SparseConv37_32-64-(3  3),SparseConv38_64-64-(3  3),SparseConv39_64-64-(3  3),SparseConv40_64-64-(3  3),SparseConv41_64-64-(3  3),SparseConv42_64-64-(3  3),SparseConv43_64-64-(3  3),SparseConv44_64-64-(3  3),SparseConv45_64-64-(3  3),SparseConv46_64-64-(3  3),SparseConv47_64-64-(3  3),SparseConv48_64-64-(3  3),SparseConv49_64-64-(3  3),SparseConv50_64-64-(3  3),SparseConv51_64-64-(3  3),SparseConv52_64-64-(3  3),SparseConv53_64-64-(3  3),SparseConv54_64-64-(3  3),Linear0_64-10
0,0,0.2615740895271301,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25312501192092896
0,200,0.2615740895271301,0.3111979365348816,0.2569444179534912,0.328125,0.3207465410232544,0.3285590410232544,0.2990451455116272,0.3346354365348816,0.3333333134651184,0.325086772441864,0.2960069179534912,0.3337673544883728,0.2790798544883728,0.3233506679534912,0.3350694179534912,0.3276909589767456,0.3190104365348816,0.336805522441864,0.3120659589767456,0.336805522441864,0.3243272304534912,0.3268229365348816,0.315321147441864,0.3335503339767456,0.3251953125,0.329969584941864,0.3181423544883728,0.329969584941864,0.324110209941864,0.330946147441864,0.3140190839767456,0.3333333134651184,0.3233506679534912,0.33203125,0.3173828125,0.3381076455116272,0.3277994990348816,0.3375651240348816,0.3160264492034912,0.3241916298866272,0.3296983242034912,0.3283962607383728,0.310682475566864,0.3344184160232544,0.3301052451133728,0.3357204794883728,0.3213433027267456,0.335096538066864,0.3288303017616272,0.336181640625,0.3273383378982544,0.3341742753982544,0.3186577558517456,0.3350694179534912,0.3318413496017456,0.25624996423721313
0,400,0.26620370149612427,0.3624131679534912,0.2795138955116272,0.4006076455116272,0.3736979365348816,0.4040798544883728,0.3506944179534912,0.4006076455116272,0.4040798544883728,0.403211772441864,0.3463541865348816,0.4123263955116272,0.3107638955116272,0.3997395634651184,0.4088541865348816,0.4040798544883728,0.3845486044883728,0.4079861044883728,0.3771701455116272,0.4099392294883728,0.3913845419883728,0.3969184160232544,0.3776041865348816,0.4088541865348816,0.3946397304534912,0.4050564169883728,0.376953125,0.404296875,0.3909505009651184,0.406141459941864,0.3795573115348816,0.41015625,0.3882378339767456,0.4067925214767456,0.3771701455116272,0.4099392294883728,0.3975694179534912,0.4098307490348816,0.3759765625,0.3913303017616272,0.401611328125,0.401014506816864,0.3665635585784912,0.4104275107383728,0.4004448652267456,0.4102376103401184,0.3851725459098816,0.4104546308517456,0.4010959267616272,0.4107258915901184,0.400770366191864,0.4094509482383728,0.3851725459098816,0.4082302451133728,0.4004719853401184,0.27812498807907104
0,600,0.2708333134651184,0.4370659589767456,0.340711772441864,0.4635416865348816,0.4327256679534912,0.4644097089767456,0.40625,0.46875,0.4722222089767456,0.4674479365348816,0.4118923544883728,0.473524272441864,0.3780381679534912,0.4713541865348816,0.4752604365348816,0.4709201455116272,0.4483506679534912,0.4722222089767456,0.4427083134651184,0.4739583134651184,0.452039897441864,0.4597439169883728,0.438368022441864,0.4755859375,0.455946147441864,0.4697265625,0.4376084804534912,0.4720051884651184,0.4555121660232544,0.470703125,0.4423828125,0.4724392294883728,0.4552951455116272,0.470594584941864,0.444227397441864,0.4712456464767456,0.4582248330116272,0.4734700322151184,0.4364420771598816,0.456190288066864,0.4632975459098816,0.4650065302848816,0.4283311367034912,0.473768413066864,0.4637315273284912,0.4737955927848816,0.4467231035232544,0.4724392294883728,0.4631618857383728,0.4716796875,0.4622666835784912,0.4695637822151184,0.4465060830116272,0.4697808027267456,0.4539659023284912,0.2890625
0,800,0.2731481194496155,0.4861111044883728,0.4722222089767456,0.4904513955116272,0.4839409589767456,0.4943576455116272,0.4874131679534912,0.4947916865348816,0.4973958134651184,0.4973958134651184,0.4904513955116272,0.4982638955116272,0.4874131679534912,0.4982638955116272,0.4978298544883728,0.4952256679534912,0.496961772441864,0.4965277910232544,0.4986979365348816,0.4986979365348816,0.4942491054534912,0.4965277910232544,0.4962022304534912,0.4984809160232544,0.4951171875,0.4978298544883728,0.4949001669883728,0.4988064169883728,0.4976128339767456,0.4978298544883728,0.4956597089767456,0.497938334941864,0.4971787929534912,0.498046875,0.4935981035232544,0.4973958134651184,0.4967448115348816,0.4990234375,0.4925401210784912,0.4978298544883728,0.4972330927848816,0.4981011152267456,0.4932725429534912,0.4985622763633728,0.4965006709098816,0.4982638955116272,0.4931911826133728,0.4973958134651184,0.495008647441864,0.497314453125,0.491590678691864,0.4930284023284912,0.478271484375,0.494764506816864,0.478895366191864,0.30000001192092896
0,1000,0.2754629850387573,0.4917534589767456,0.4835069179534912,0.4947916865348816,0.4904513955116272,0.496961772441864,0.4913194179534912,0.496961772441864,0.4982638955116272,0.4986979365348816,0.4952256679534912,0.4991319179534912,0.4934895634651184,0.4991319179534912,0.4982638955116272,0.496961772441864,0.4982638955116272,0.4973958134651184,0.4995659589767456,0.4993489384651184,0.4968532919883728,0.4983723759651184,0.4982638955116272,0.4991319179534912,0.4978298544883728,0.498914897441864,0.4970703125,0.4992404580116272,0.4985893964767456,0.4991319179534912,0.4975043535232544,0.4986979365348816,0.4990234375,0.4992404580116272,0.4967448115348816,0.4992404580116272,0.498046875,0.4994574785232544,0.4959580898284912,0.498779296875,0.4983181357383728,0.4989691972732544,0.4965006709098816,0.4991047978401184,0.498182475566864,0.499159038066864,0.4965549111366272,0.4986979365348816,0.497205913066864,0.4986436367034912,0.495008647441864,0.495849609375,0.4849446415901184,0.4970974326133728,0.485243022441864,0.3140624761581421
0,1200,0.28009259700775146,0.4913194179534912,0.4830729365348816,0.4947916865348816,0.4904513955116272,0.49609375,0.4917534589767456,0.4986979365348816,0.4991319179534912,0.4986979365348816,0.4978298544883728,0.4991319179534912,0.4947916865348816,0.4995659589767456,0.4982638955116272,0.4978298544883728,0.4986979365348816,0.4978298544883728,0.5,0.5002170205116272,0.498046875,0.4990234375,0.4985893964767456,0.4991319179534912,0.4990234375,0.4997829794883728,0.498046875,0.4994574785232544,0.4992404580116272,0.4992404580116272,0.4981553554534912,0.4990234375,0.4993489384651184,0.4992404580116272,0.497938334941864,0.4997829794883728,0.498046875,0.4996744990348816,0.496473491191864,0.4990776777267456,0.4986979365348816,0.4991862177848816,0.4973686933517456,0.4991862177848816,0.4985893964767456,0.4993489384651184,0.4973415732383728,0.4991047978401184,0.4976128339767456,0.499403178691864,0.4963921308517456,0.4967448115348816,0.487440288066864,0.4978840947151184,0.4889594316482544,0.3140624761581421
0,1400,0.2731481194496155,0.493055522441864,0.4878472089767456,0.4943576455116272,0.4917534589767456,0.4986979365348816,0.4926215410232544,0.4982638955116272,0.4982638955116272,0.4991319179534912,0.4995659589767456,0.4986979365348816,0.4956597089767456,0.4991319179534912,0.4982638955116272,0.4978298544883728,0.5,0.4991319179534912,0.5,0.4997829794883728,0.4991319179534912,0.4995659589767456,0.4986979365348816,0.4993489384651184,0.4992404580116272,0.4997829794883728,0.4982638955116272,0.4994574785232544,0.499891459941864,0.4997829794883728,0.4984809160232544,0.4995659589767456,0.4992404580116272,0.4990234375,0.497938334941864,0.5001084804534912,0.4984809160232544,0.5000542402267456,0.4972330927848816,0.499159038066864,0.4990234375,0.4994303584098816,0.4975857138633728,0.4993489384651184,0.498914897441864,0.4994845986366272,0.4975314736366272,0.4995388388633728,0.4978298544883728,0.4994845986366272,0.4968532919883728,0.4975857138633728,0.4894748330116272,0.4983723759651184,0.4922417402267456,0.3218749761581421
0,1600,0.2777777910232544,0.4939236044883728,0.489149272441864,0.4934895634651184,0.4917534589767456,0.4995659589767456,0.4926215410232544,0.4982638955116272,0.4982638955116272,0.5,0.4995659589767456,0.4991319179534912,0.4965277910232544,0.4991319179534912,0.4995659589767456,0.4982638955116272,0.5,0.4995659589767456,0.4995659589767456,0.5,0.4986979365348816,0.4992404580116272,0.4986979365348816,0.4992404580116272,0.4995659589767456,0.499891459941864,0.4984809160232544,0.4993489384651184,0.4997829794883728,0.5001084804534912,0.4983723759651184,0.4995659589767456,0.498914897441864,0.4991319179534912,0.4981553554534912,0.4996744990348816,0.498914897441864,0.5001627206802368,0.4973686933517456,0.4992404580116272,0.499159038066864,0.4994845986366272,0.4977484941482544,0.4993489384651184,0.4993218183517456,0.4996201992034912,0.4978840947151184,0.4997016191482544,0.4983723759651184,0.4997829794883728,0.4978298544883728,0.4982096552848816,0.4911566972732544,0.4989963173866272,0.4948188066482544,0.32499998807907104
1,0,0.28240740299224854,0.4943576455116272,0.4908854365348816,0.49609375,0.4926215410232544,0.5,0.4926215410232544,0.4991319179534912,0.4982638955116272,0.5,0.4986979365348816,0.4991319179534912,0.4956597089767456,0.4991319179534912,0.4995659589767456,0.4978298544883728,0.5,0.5,0.4995659589767456,0.5002170205116272,0.4993489384651184,0.4993489384651184,0.4984809160232544,0.4993489384651184,0.4995659589767456,0.5002170205116272,0.498914897441864,0.4995659589767456,0.4997829794883728,0.5001084804534912,0.498914897441864,0.4995659589767456,0.4993489384651184,0.4993489384651184,0.497938334941864,0.4996744990348816,0.498914897441864,0.5001627206802368,0.4975314736366272,0.4992133378982544,0.4991047978401184,0.4994303584098816,0.4978569746017456,0.4993489384651184,0.4991319179534912,0.499755859375,0.4978840947151184,0.4997016191482544,0.4983452558517456,0.4998100996017456,0.4980197548866272,0.4981553554534912,0.4914821982383728,0.4990234375,0.4954698085784912,0.33281248807907104
1,200,0.2870370149612427,0.4956597089767456,0.48828125,0.496961772441864,0.4939236044883728,0.5004340410232544,0.4943576455116272,0.4986979365348816,0.4995659589767456,0.5,0.4986979365348816,0.4995659589767456,0.4943576455116272,0.5,0.5,0.4982638955116272,0.4995659589767456,0.4995659589767456,0.4991319179534912,0.5008680820465088,0.4995659589767456,0.4996744990348816,0.4985893964767456,0.4993489384651184,0.4997829794883728,0.5001084804534912,0.4992404580116272,0.4996744990348816,0.499891459941864,0.5002170205116272,0.4988064169883728,0.4996744990348816,0.4995659589767456,0.4992404580116272,0.4983723759651184,0.4996744990348816,0.4986979365348816,0.5002712607383728,0.4975043535232544,0.499267578125,0.499403178691864,0.4994303584098816,0.4979655146598816,0.499647319316864,0.4994845986366272,0.4999457597732544,0.4981553554534912,0.5000542402267456,0.4985893964767456,0.5001356601715088,0.4981553554534912,0.4987521767616272,0.4932454228401184,0.4997287392616272,0.4975043535232544,0.328125
1,400,0.29398149251937866,0.49609375,0.4869791865348816,0.4956597089767456,0.4952256679534912,0.5004340410232544,0.4947916865348816,0.4991319179534912,0.5,0.4986979365348816,0.4991319179534912,0.4991319179534912,0.4947916865348816,0.5004340410232544,0.4995659589767456,0.4982638955116272,0.4995659589767456,0.5,0.4995659589767456,0.5008680820465088,0.4996744990348816,0.5,0.4986979365348816,0.4995659589767456,0.4997829794883728,0.5001084804534912,0.4990234375,0.4995659589767456,0.5,0.5004340410232544,0.4991319179534912,0.499891459941864,0.4997829794883728,0.4997829794883728,0.4983723759651184,0.499891459941864,0.4986979365348816,0.5004340410232544,0.4976399540901184,0.4993489384651184,0.499403178691864,0.4994574785232544,0.4980197548866272,0.499755859375,0.4997287392616272,0.5000271201133728,0.4981282353401184,0.500244140625,0.4988064169883728,0.500244140625,0.4985080361366272,0.4992404580116272,0.4947373867034912,0.5000542402267456,0.4992133378982544,0.3296874761581421
1,600,0.2986111044883728,0.4947916865348816,0.4900173544883728,0.49609375,0.4952256679534912,0.5013021230697632,0.4943576455116272,0.4995659589767456,0.4995659589767456,0.4995659589767456,0.4978298544883728,0.4995659589767456,0.49609375,0.5008680820465088,0.5004340410232544,0.4986979365348816,0.4991319179534912,0.4995659589767456,0.5013021230697632,0.5015190839767456,0.4997829794883728,0.4997829794883728,0.4990234375,0.4993489384651184,0.499891459941864,0.5004340410232544,0.4985893964767456,0.4996744990348816,0.4994574785232544,0.5005425214767456,0.4990234375,0.5001084804534912,0.5,0.4995659589767456,0.4983723759651184,0.4996744990348816,0.4988064169883728,0.5003255605697632,0.4981011152267456,0.4993760585784912,0.49951171875,0.4996744990348816,0.498182475566864,0.499891459941864,0.4999186396598816,0.5001356601715088,0.4985080361366272,0.50048828125,0.4990505576133728,0.5002712607383728,0.4986979365348816,0.499891459941864,0.4955512285232544,0.5003526210784912,0.5006239414215088,0.33281248807907104
1,800,0.30324071645736694,0.4947916865348816,0.4908854365348816,0.4973958134651184,0.4952256679534912,0.5017361044883728,0.49609375,0.5004340410232544,0.4986979365348816,0.5004340410232544,0.4982638955116272,0.4991319179534912,0.4965277910232544,0.5004340410232544,0.5013021230697632,0.4995659589767456,0.4986979365348816,0.5004340410232544,0.5017361044883728,0.5015190839767456,0.5,0.4996744990348816,0.4986979365348816,0.4995659589767456,0.499891459941864,0.5006510019302368,0.4990234375,0.5002170205116272,0.5003255605697632,0.5005425214767456,0.4985893964767456,0.5002170205116272,0.5,0.499891459941864,0.498914897441864,0.4997829794883728,0.498914897441864,0.50048828125,0.498182475566864,0.4994303584098816,0.4997016191482544,0.499755859375,0.4983723759651184,0.499891459941864,0.5000814199447632,0.5002170205116272,0.4987250566482544,0.5004068613052368,0.499267578125,0.5005154013633728,0.4989691972732544,0.5003255605697632,0.4970974326133728,0.5009223222732544,0.502197265625,0.33125001192092896
1,1000,0.3009259104728699,0.4947916865348816,0.4913194179534912,0.4952256679534912,0.4973958134651184,0.5026041269302368,0.4956597089767456,0.5,0.4995659589767456,0.4991319179534912,0.4995659589767456,0.5,0.49609375,0.4995659589767456,0.5013021230697632,0.4991319179534912,0.4978298544883728,0.4995659589767456,0.5021701455116272,0.5017361044883728,0.5007595419883728,0.4995659589767456,0.4986979365348816,0.4997829794883728,0.4994574785232544,0.5006510019302368,0.498914897441864,0.5001084804534912,0.5002170205116272,0.5003255605697632,0.4992404580116272,0.5001084804534912,0.5003255605697632,0.5001084804534912,0.4993489384651184,0.5001084804534912,0.4986979365348816,0.50048828125,0.4983452558517456,0.49951171875,0.4998372197151184,0.4997829794883728,0.4982638955116272,0.5000542402267456,0.5001627206802368,0.5003526210784912,0.4988335371017456,0.5005425214767456,0.4995659589767456,0.5008138418197632,0.4993489384651184,0.5003526210784912,0.4978840947151184,0.5012478232383728,0.5033365488052368,0.33437496423721313
1,1200,0.31018519401550293,0.4978298544883728,0.489149272441864,0.4973958134651184,0.4978298544883728,0.5030381679534912,0.4952256679534912,0.5008680820465088,0.4995659589767456,0.4995659589767456,0.4978298544883728,0.5,0.4956597089767456,0.5,0.5017361044883728,0.5,0.4978298544883728,0.4995659589767456,0.5021701455116272,0.5017361044883728,0.5004340410232544,0.5,0.4986979365348816,0.4997829794883728,0.499891459941864,0.5009765625,0.4993489384651184,0.5003255605697632,0.5003255605697632,0.5004340410232544,0.4997829794883728,0.5004340410232544,0.5004340410232544,0.5001084804534912,0.4988064169883728,0.5002170205116272,0.498914897441864,0.5007053017616272,0.498426616191864,0.4996744990348816,0.4999457597732544,0.499891459941864,0.4984809160232544,0.5001627206802368,0.5002712607383728,0.5005697011947632,0.4989963173866272,0.5008951425552368,0.4998372197151184,0.5010036826133728,0.49951171875,0.5008680820465088,0.4982367753982544,0.5015462636947632,0.5039333701133728,0.33906251192092896
1,1400,0.3125,0.4965277910232544,0.4913194179534912,0.4978298544883728,0.4991319179534912,0.5034722089767456,0.4965277910232544,0.5013021230697632,0.5004340410232544,0.4995659589767456,0.4982638955116272,0.5004340410232544,0.4947916865348816,0.5,0.5021701455116272,0.4995659589767456,0.4973958134651184,0.5,0.5026041269302368,0.501953125,0.5009765625,0.4997829794883728,0.4991319179534912,0.5001084804534912,0.5001084804534912,0.5009765625,0.4996744990348816,0.5002170205116272,0.5,0.5004340410232544,0.5001084804534912,0.5004340410232544,0.5004340410232544,0.5001084804534912,0.4988064169883728,0.5003255605697632,0.4995659589767456,0.5005967617034912,0.498426616191864,0.4996201992034912,0.5,0.4999728798866272,0.4988064169883728,0.5002712607383728,0.5003526210784912,0.5007053017616272,0.499267578125,0.5009765625,0.5001084804534912,0.5009765625,0.4995659589767456,0.5012749433517456,0.4989963173866272,0.5016547441482544,0.5050998330116272,0.34062498807907104
1,1600,0.3125,0.4947916865348816,0.4887152910232544,0.4952256679534912,0.4973958134651184,0.5017361044883728,0.4978298544883728,0.5026041269302368,0.4991319179534912,0.4991319179534912,0.4982638955116272,0.5004340410232544,0.4947916865348816,0.5,0.5021701455116272,0.5,0.4973958134651184,0.5,0.5030381679534912,0.501953125,0.5009765625,0.4997829794883728,0.4991319179534912,0.5005425214767456,0.5,0.5013021230697632,0.4993489384651184,0.5004340410232544,0.5,0.5007595419883728,0.5,0.5009765625,0.499891459941864,0.5004340410232544,0.498914897441864,0.5007595419883728,0.4996744990348816,0.5009223222732544,0.4985622763633728,0.4995659589767456,0.5001627206802368,0.4999186396598816,0.4988877773284912,0.5003798007965088,0.5003526210784912,0.5008951425552368,0.4994845986366272,0.5011392831802368,0.5002983808517456,0.5012749433517456,0.4999186396598816,0.5016005039215088,0.4996744990348816,0.5017904043197632,0.50634765625,0.33906251192092896
2,0,0.3125,0.4956597089767456,0.489149272441864,0.4965277910232544,0.49609375,0.5026041269302368,0.4973958134651184,0.5030381679534912,0.5,0.4995659589767456,0.4991319179534912,0.5004340410232544,0.4947916865348816,0.4995659589767456,0.5017361044883728,0.4986979365348816,0.4973958134651184,0.5,0.5026041269302368,0.5021701455116272,0.5010850429534912,0.5,0.4994574785232544,0.5005425214767456,0.4997829794883728,0.5014106035232544,0.4994574785232544,0.5005425214767456,0.5003255605697632,0.5008680820465088,0.5,0.5009765625,0.5,0.5005425214767456,0.4991319179534912,0.5008680820465088,0.499891459941864,0.5008680820465088,0.4987250566482544,0.4996201992034912,0.5000814199447632,0.5000271201133728,0.4988877773284912,0.5004068613052368,0.50048828125,0.5008138418197632,0.4994845986366272,0.5011392831802368,0.5003526210784912,0.5013563632965088,0.4999457597732544,0.5016275644302368,0.4999728798866272,0.5020887851715088,0.5063747763633728,0.3359375
2,200,0.3125,0.49609375,0.4895833134651184,0.496961772441864,0.4965277910232544,0.5030381679534912,0.496961772441864,0.5026041269302368,0.5004340410232544,0.4995659589767456,0.4991319179534912,0.5008680820465088,0.4947916865348816,0.5004340410232544,0.5030381679534912,0.5,0.4978298544883728,0.4995659589767456,0.5030381679534912,0.5015190839767456,0.5014106035232544,0.5003255605697632,0.4992404580116272,0.5003255605697632,0.5003255605697632,0.5017361044883728,0.499891459941864,0.5008680820465088,0.5005425214767456,0.5011935830116272,0.5001084804534912,0.5010850429534912,0.5001084804534912,0.5009765625,0.4992404580116272,0.5010850429534912,0.5,0.5008680820465088,0.498670756816864,0.4995930790901184,0.5002983808517456,0.5000542402267456,0.4988877773284912,0.5004068613052368,0.5006781816482544,0.5009494423866272,0.4997829794883728,0.501220703125,0.500732421875,0.5014377236366272,0.5005425214767456,0.5018446445465088,0.5006781816482544,0.5021701455116272,0.5071614980697632,0.34062498807907104
2,400,0.31481480598449707,0.4965277910232544,0.4887152910232544,0.49609375,0.49609375,0.5030381679534912,0.4973958134651184,0.5030381679534912,0.5004340410232544,0.4991319179534912,0.4995659589767456,0.5004340410232544,0.4934895634651184,0.5008680820465088,0.5030381679534912,0.5004340410232544,0.4986979365348816,0.5,0.5030381679534912,0.5017361044883728,0.5017361044883728,0.5001084804534912,0.4997829794883728,0.5002170205116272,0.5010850429534912,0.5016275644302368,0.4997829794883728,0.5006510019302368,0.5009765625,0.5008680820465088,0.5002170205116272,0.5011935830116272,0.5005425214767456,0.5010850429534912,0.4990234375,0.5009765625,0.5,0.5009765625,0.4988335371017456,0.4996744990348816,0.5005967617034912,0.5,0.499159038066864,0.5005967617034912,0.500732421875,0.5010850429534912,0.5000814199447632,0.5014106035232544,0.5010579824447632,0.5015733242034912,0.5008409023284912,0.5025498867034912,0.5013021230697632,0.5024142861366272,0.5084092617034912,0.33125001192092896
2,600,0.3125,0.496961772441864,0.4874131679534912,0.4973958134651184,0.4973958134651184,0.5021701455116272,0.496961772441864,0.5047743320465088,0.5004340410232544,0.5,0.4995659589767456,0.5021701455116272,0.493055522441864,0.5013021230697632,0.5030381679534912,0.5004340410232544,0.4995659589767456,0.5,0.5030381679534912,0.5021701455116272,0.5021701455116272,0.5002170205116272,0.4995659589767456,0.5005425214767456,0.5010850429534912,0.5017361044883728,0.499891459941864,0.5010850429534912,0.5007595419883728,0.5006510019302368,0.5008680820465088,0.5015190839767456,0.5003255605697632,0.5008680820465088,0.4993489384651184,0.5016275644302368,0.5001084804534912,0.5008680820465088,0.4987250566482544,0.4998100996017456,0.5005967617034912,0.5000542402267456,0.4992946982383728,0.5005697011947632,0.5009223222732544,0.5011664628982544,0.4999728798866272,0.50146484375,0.5011392831802368,0.5016818642616272,0.501220703125,0.5027940273284912,0.5016547441482544,0.5025498867034912,0.5091959238052368,0.33437496423721313
